Authority,Botanical Name,Common Name,Council District,Epithet,Genus,Park_Side_Street,Location,Park Name,Side,Site ID,Street,Address,Air Quality Benefits ($),CO2 Avoided (in lbs.),CO2 Sequestered (in lbs.),DBH,Energy Benefits ($),Greenhouse CO2 Benefits ($),kWh Saved,Latitude,Leaf Surface Area (in sq. ft.),Longitude,Pollutants Saved (in lbs.),Property Benefits ($),Site,Stormwater Benefits ($),Stormwater Gallons Saved,Therms Saved,Total Yearly Eco Benefits ($)
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8428351871972, -78.8051046102933)",Cazenovia,In_Lot,107223,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84283519,42.07,-78.80510461,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Parkside Av,"(42.9395170357073, -78.8602197699314)",Delaware,In_Lot,113193,Parkside Av,414,0.06,0.51,0.31,2,1.87,0,2.42,42.93951704,41.25,-78.86021977,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES CONCOLOR,"FIR, WHITE",South,CONCOLOR,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8450786219275, -78.800276739978)",Cazenovia,In_Lot,107248,Cazenovia St,161,0.3,2.67,1.25,5,8.84,0.01,12.68,42.84507862,43.5,-78.80027674,0.04,26.17,1,1.07,133.94,5.02,36.39
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Heacock_In_Lot_Abbott Rd,"(42.8545888307052, -78.8222230026547)",Heacock,In_Lot,107313,Abbott Rd,225,0.83,15.74,8.17,3,3.97,0.07,5.51,42.85458883,42.07,-78.822223,0.13,25.31,1,1.34,168.06,2.27,31.52
Olmsted,ABIES CONCOLOR,"FIR, WHITE",North,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9354099566592, -78.8756856619734)",Delaware,In_Lot,96388,Delaware Av,2182,0.78,6.91,2.87,9,22.51,0.03,32.87,42.93540996,45.15,-78.87568566,0.11,27.17,1,2.37,295.92,12.72,52.86
Olmsted,ABIES CONCOLOR,"FIR, WHITE",South,CONCOLOR,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8469267570867, -78.8070184693104)",Cazenovia,In_Lot,97796,Cazenovia St,161,1.26,12.61,4.06,12,35.77,0.05,59.91,42.84692676,44.47,-78.80701847,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",North,BALSAMEA,ABIES,Riverside_In_Lot_Niagara St,"(42.9564553281418, -78.9075194355083)",Riverside,In_Lot,105802,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.95645533,41.25,-78.90751944,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Heacock_In_Lot_Abbott Rd,"(42.8545679125627, -78.8221000202474)",Heacock,In_Lot,107132,Abbott Rd,225,1.29,24.57,12.17,4,6.08,0.11,8.61,42.85456791,42.89,-78.82210002,0.2,25.8,1,2.11,263.91,3.46,35.39
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Heacock_In_Lot_Abbott Rd,"(42.854530593603, -78.8221661243967)",Heacock,In_Lot,107312,Abbott Rd,225,1.13,21.21,10.5,4,6.08,0.09,8.61,42.85453059,42.89,-78.82216612,0.17,25.8,1,1.91,239.17,3.46,35.01
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8451076545108, -78.8000389308645)",Cazenovia,In_Lot,107250,Cazenovia St,161,0.2,1.81,0.9,4,6.08,0.01,8.61,42.84510765,42.89,-78.80003893,0.03,25.8,1,0.77,96.22,3.46,32.86
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9305351411918, -78.8717207408782)",Delaware,In_Lot,98549,Delaware Av,2182,6.09,119.59,44.34,10,26.94,0.49,41.88,42.93053514,44.92,-78.87172074,0.94,27.03,1,7.55,943.72,14.96,68.09
Olmsted,ABIES CONCOLOR,"FIR, WHITE",North,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9353723835605, -78.8756916604003)",Delaware,In_Lot,96390,Delaware Av,2182,0.94,8.81,3.27,10,26.94,0.04,41.88,42.93537238,44.92,-78.87569166,0.13,27.03,1,2.75,344.06,14.96,57.7
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9305892543913, -78.871618721654)",Delaware,In_Lot,98550,Delaware Av,2182,0.66,5.85,2.46,8,19.1,0.02,27.82,42.93058925,44.74,-78.87161872,0.09,26.92,1,2.04,255.42,10.79,48.74
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8426529571825, -78.8021852522407)",Cazenovia,In_Lot,107275,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84265296,42.07,-78.80218525,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Parkside Av,"(42.9361890062385, -78.8642798534435)",Delaware,In_Lot,101461,Parkside Av,414,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93618901,44.47,-78.86427985,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Ave,"(42.9305734338566, -78.8717181631828)",Delaware,In_Lot,133263,Delaware Ave,2182,6.09,119.59,44.34,10,26.94,0.49,41.88,42.93057343,44.92,-78.87171816,0.94,27.03,1,7.55,943.72,14.96,68.09
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Parkside Av,"(42.9355474511375, -78.8603829007339)",Delaware,In_Lot,100496,Parkside Av,414,2.33,21.18,5.88,19,62.8,0.08,100.68,42.93554745,37.77,-78.8603829,0.32,22.72,1,6.43,803.63,34.58,94.36
Olmsted,ABIES CONCOLOR,"FIR, WHITE",North,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9347532093821, -78.8741242829511)",Delaware,In_Lot,96342,Delaware Av,2182,0.54,4.79,2.06,7,15.67,0.02,22.77,42.93475321,44.33,-78.87412428,0.07,26.67,1,1.72,214.93,8.87,44.63
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",North,BALSAMEA,ABIES,Riverside_In_Lot_Niagara St,"(42.9566757149347, -78.9076351682025)",Riverside,In_Lot,105797,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.95667571,41.25,-78.90763517,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",North,BALSAMEA,ABIES,Riverside_In_Lot_Niagara St,"(42.9566185401739, -78.9076391919668)",Riverside,In_Lot,105798,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.95661854,41.25,-78.90763919,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",North,BALSAMEA,ABIES,Riverside_In_Lot_Niagara St,"(42.9563506952319, -78.907460517296)",Riverside,In_Lot,105804,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.9563507,41.25,-78.90746052,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8451205619005, -78.8001409376499)",Cazenovia,In_Lot,107249,Cazenovia St,161,0.3,2.67,1.25,5,8.84,0.01,12.68,42.84512056,43.5,-78.80014094,0.04,26.17,1,1.07,133.94,5.02,36.39
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8428742929942, -78.80520508971)",Cazenovia,In_Lot,107225,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84287429,42.07,-78.80520509,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8433261477968, -78.8049510005207)",Cazenovia,In_Lot,107201,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84332615,42.07,-78.804951,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.843366137814, -78.8052100866238)",Cazenovia,In_Lot,107205,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84336614,42.07,-78.80521009,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9305095289778, -78.8716589426299)",Delaware,In_Lot,98548,Delaware Av,2182,0.54,4.79,2.06,7,15.67,0.02,22.77,42.93050953,44.33,-78.87165894,0.07,26.67,1,1.72,214.93,8.87,44.63
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Parkside Av,"(42.9394851410271, -78.8602763590711)",Delaware,In_Lot,112689,Parkside Av,414,0.06,0.51,0.31,2,1.87,0,2.42,42.93948514,41.25,-78.86027636,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8434376560541, -78.8051779745786)",Cazenovia,In_Lot,107204,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84343766,42.07,-78.80517797,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES CONCOLOR,"FIR, WHITE",South,CONCOLOR,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8451237267146, -78.8003562012428)",Cazenovia,In_Lot,107247,Cazenovia St,161,0.2,1.81,0.9,4,6.08,0.01,8.61,42.84512373,42.89,-78.8003562,0.03,25.8,1,0.77,96.22,3.46,32.86
Olmsted,ABIES CONCOLOR,"FIR, WHITE",Delaware,CONCOLOR,ABIES,Delaware_In_Lot_Parkside Av,"(42.9355382748308, -78.8605659024995)",Delaware,In_Lot,100497,Parkside Av,414,1.89,19.02,5.41,16,52.47,0.07,90.39,42.93553827,42.28,-78.8605659,0.26,25.44,1,5.12,639.51,28.27,84.99
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8426790242869, -78.8022549347736)",Cazenovia,In_Lot,107273,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84267902,42.07,-78.80225493,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES CONCOLOR,"FIR, WHITE",North,CONCOLOR,ABIES,Delaware_In_Lot_Delaware Av,"(42.9348683720385, -78.8760031705876)",Delaware,In_Lot,96429,Delaware Av,2182,1.26,12.61,4.06,12,35.77,0.05,59.91,42.93486837,44.47,-78.87600317,0.17,26.76,1,3.52,440.36,19.45,67.36
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",South,BALSAMEA,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8434059178677, -78.8049626144644)",Cazenovia,In_Lot,107200,Cazenovia St,161,0.13,1.16,0.6,3,3.97,0.01,5.51,42.84340592,42.07,-78.80496261,0.02,25.31,1,0.49,61.27,2.27,29.9
Olmsted,ABIES BALSAMEA,"FIR, BALSAM",North,BALSAMEA,ABIES,Riverside_In_Lot_Niagara St,"(42.9562987986075, -78.9074229540726)",Riverside,In_Lot,105805,Niagara St,2505,0.06,0.51,0.31,2,1.87,0,2.42,42.9562988,41.25,-78.90742295,0.01,24.82,1,0.21,26.33,1.08,26.95
Olmsted,ABIES CONCOLOR,"FIR, WHITE",South,CONCOLOR,ABIES,Cazenovia_In_Lot_Cazenovia St,"(42.8464580516585, -78.8063429573612)",Cazenovia,In_Lot,97813,Cazenovia St,161,1.42,14.5,4.46,13,40.2,0.06,68.93,42.84645805,44.24,-78.80634296,0.2,26.62,1,3.91,488.5,21.69,72.2
Olmsted,ACER SPP,"MAPLE, SPECIES",Delaware,SPP,ACER,Delaware_In_Lot_Parkside Ave,"(42.9361315123265, -78.8631766798063)",Delaware,In_Lot,133347,Parkside Ave,414,0.42,9.92,11.22,2,3.02,0.06,3.48,42.93613151,13.65,-78.86317668,0.07,8.22,1,0.46,58.06,1.8,12.18
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9295206377374, -78.869407118596)",Delaware,In_Lot,101737,Delaware Av,2182,0.07,0.88,0.99,2,3.61,0.01,4.2,42.92952064,32.1,-78.86940712,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER PSEUDOPLATANUS,"MAPLE, SYCAMORE",Masten,PSEUDOPLATANUS,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9045347478693, -78.8367782026131)",Mlk Jr.,In_Lot,102189,Parade Ave North,175,1.04,14.5,13.69,12,46.18,0.08,68.93,42.90453475,71.18,-78.8367782,0.15,42.83,1,2.68,335.2,25.94,92.81
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9313860137847, -78.8565670312574)",Delaware,In_Lot,64392,Parkside Av,414,14.27,330.71,518.32,24,88.63,2.65,134.18,42.93138601,169.02,-78.85656703,2.27,101.7,1,18.65,2330.9,49.6,225.89
Olmsted,ACER RUBRUM,"MAPLE, RED",North,RUBRUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9348714896198, -78.8729854837122)",Delaware,In_Lot,96215,Delaware Av,2182,0.82,11.15,6.51,10,38.89,0.05,53,42.93487149,84.55,-78.87298548,0.12,50.88,1,3.03,379.02,22.34,93.66
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8487903265322, -78.8115791542378)",Cazenovia,In_Lot,94902,Cazenovia St,161,2.67,32.56,33.36,30,102.33,0.2,154.76,42.84879033,159.76,-78.81157915,0.38,96.13,1,12.08,1510.6,57.28,213.41
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9315565291287, -78.8537174600923)",Delaware,In_Lot,101784,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93155653,86.22,-78.85371746,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.930176713698, -78.8704269662437)",Delaware,In_Lot,98815,Delaware Av,2182,1.7,22.56,26.83,18,69.89,0.15,107.24,42.93017671,116.19,-78.87042697,0.24,69.91,1,4.88,610.21,38.97,146.53
Olmsted,ACER RUBRUM,"MAPLE, RED",Masten,RUBRUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9054981456971, -78.8394166366955)",Mlk Jr.,In_Lot,102970,Parade Ave North,175,0.13,1.68,1.76,3,6.79,0.01,7.96,42.90549815,86.12,-78.83941664,0.02,51.82,1,0.58,71.96,4.03,59.32
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9379667586675, -78.8564173438221)",Delaware,In_Lot,100323,Parkside Av,414,0.39,5.09,3.87,6,19.47,0.03,24.19,42.93796676,85.64,-78.85641734,0.06,51.53,1,1.6,199.89,11.42,73.02
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Masten,SACCHARINUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9038824471536, -78.8372486156334)",Mlk Jr.,In_Lot,102214,Parade Ave North,175,3.44,40.69,28.7,34,120.24,0.2,193.41,42.90388245,86.68,-78.83724862,0.48,52.16,1,14.16,1770.07,66.15,190.19
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9334711713003, -78.8546296331282)",Delaware,In_Lot,106994,Parkside Av,414,0.14,1.86,1.69,3,7.29,0.01,8.84,42.93347117,36.74,-78.85462963,0.02,22.11,1,0.44,55.28,4.3,29.99
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9408779139894, -78.8558672388695)",Delaware,In_Lot,99617,Parkside Av,414,2.3,28.23,44.25,24,88.63,0.23,134.18,42.94087791,169.02,-78.85586724,0.32,101.7,1,7.5,937.72,49.6,200.36
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9346613463795, -78.8517173189642)",Delaware,In_Lot,100952,Parkside Av,414,2.1,25.94,37.69,22,82.64,0.2,123.31,42.93466135,150.04,-78.85171732,0.3,90.28,1,6.56,820.19,46.42,181.76
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9356919561825, -78.8515423040461)",Delaware,In_Lot,100912,Parkside Av,414,2.71,32.74,58,28,100.17,0.28,155.62,42.93569196,207.96,-78.8515423,0.38,125.13,1,9.44,1180.51,55.66,237.73
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Niagara,PLATANOIDES,ACER,Prospect_In_Lot_Niagara St,"(42.9029300355851, -78.8927228145443)",Prospect,In_Lot,103179,Niagara St,779,0.92,12.56,11.84,11,41.51,0.07,59.71,42.90293004,64.3,-78.89272281,0.13,38.69,1,2.35,293.93,23.54,83.54
Olmsted,ACER RUBRUM,"MAPLE, RED",South,RUBRUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8503791589192, -78.8062038265478)",Cazenovia,In_Lot,97476,Cazenovia St,161,2.23,27.97,14.09,23,89.11,0.12,132.92,42.85037916,75.33,-78.80620383,0.32,45.33,1,8.1,1012.72,50.06,144.89
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9338053637987, -78.8530938265635)",Delaware,In_Lot,100748,Parkside Av,414,3.58,41.95,97.56,37,121.38,0.43,199.4,42.93380536,310.17,-78.85309383,0.5,186.63,1,14.45,1805.73,66.36,326.45
Olmsted,ACER X FREEMANII,"MAPLE, FREEMAN",South,X,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8442993395223, -78.8001521298292)",Cazenovia,In_Lot,95514,Cazenovia St,161,0.68,8.68,8.14,9,32.2,0.05,41.25,42.84429934,50.53,-78.80015213,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8468969649795, -78.8036872347161)",Cazenovia,In_Lot,95797,Cazenovia St,161,0.3,3.97,3.17,5,15.14,0.02,18.86,42.84689696,45.94,-78.80368723,0.04,27.64,1,0.95,118.4,8.88,44.05
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9295583941151, -78.8680498519464)",Delaware,In_Lot,98750,Delaware Av,2182,1.6,21.82,24.3,17,66.65,0.14,103.7,42.92955839,108.07,-78.86804985,0.23,65.02,1,4.48,559.81,37.02,137.88
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8408069044687, -78.796970179694)",Cazenovia,In_Lot,95664,Cazenovia St,161,2.3,28.36,20.51,22,90.74,0.15,134.77,42.8408069,87.49,-78.79697018,0.32,52.64,1,8.37,1045.96,51.04,154.19
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9322170043455, -78.8739570438731)",Delaware,In_Lot,97409,Delaware Av,2182,0.92,12.56,11.84,11,41.51,0.07,59.71,42.932217,64.3,-78.87395704,0.13,38.69,1,2.35,293.93,23.54,83.54
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8475087001368, -78.8028703381951)",Cazenovia,In_Lot,98020,Cazenovia St,161,0.68,8.68,8.14,9,32.2,0.05,41.25,42.8475087,50.53,-78.80287034,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8469307101606, -78.8038050844466)",Cazenovia,In_Lot,95794,Cazenovia St,161,0.22,2.84,2.39,4,10.97,0.02,13.48,42.84693071,41.38,-78.80380508,0.03,24.9,1,0.68,84.73,6.45,36.78
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.931386664145, -78.8564228184291)",Delaware,In_Lot,106100,Parkside Av,414,0.07,0.88,0.99,2,3.61,0.01,4.2,42.93138666,32.1,-78.85642282,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9312829808651, -78.8562873026401)",Delaware,In_Lot,106104,Parkside Av,414,0.07,0.88,0.99,2,3.61,0.01,4.2,42.93128298,32.1,-78.8562873,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8444887049233, -78.807185618469)",Cazenovia,In_Lot,94651,Cazenovia St,161,2.5,30.74,30.36,28,97.75,0.18,146.09,42.8444887,150.48,-78.80718562,0.35,90.54,1,10.94,1367.22,54.89,201.92
Olmsted,ACER RUBRUM,"MAPLE, RED",South,RUBRUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8489047710591, -78.806400486922)",Cazenovia,In_Lot,97467,Cazenovia St,161,2.03,25.61,13.35,21,83.24,0.1,121.71,42.84890477,77.68,-78.80640049,0.29,46.74,1,7.29,911.54,47.01,139.4
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",North,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9349393246565, -78.8673530304038)",Delaware,In_Lot,96116,Delaware Av,2182,1.16,16.44,15.54,13,50.83,0.09,78.16,42.93493932,78.06,-78.86735303,0.17,46.97,1,3.01,376.46,28.33,102.07
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8472135155921, -78.8066072655562)",Cazenovia,In_Lot,97622,Cazenovia St,161,2.06,25.8,23.59,23,84.41,0.15,122.63,42.84721352,128.3,-78.80660727,0.29,77.2,1,8.29,1035.92,47.75,172.11
Olmsted,ACER SACCHARUM 'GREEN MOUNTAIN',"MAPLE, GREEN MOUNTAIN SUGAR",North,SACCHARUM,ACER,Riverside_In_Lot_Niagara St,"(42.957419509096, -78.9083342003177)",Riverside,In_Lot,105826,Niagara St,2505,0.07,0.88,0.99,2,3.61,0.01,4.2,42.95741951,32.1,-78.9083342,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER NEGUNDO,"MAPLE, BOXELDER",South,NEGUNDO,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8439579171195, -78.8025029132139)",Cazenovia,In_Lot,95424,Cazenovia St,161,0.8,10.62,9.99,10,36.85,0.06,50.48,42.84395792,57.41,-78.80250291,0.12,34.55,1,2.02,252.67,21.15,74.28
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9302002590432, -78.8728950369778)",Delaware,In_Lot,101988,Delaware Av,2182,0.13,1.68,1.76,3,6.79,0.01,7.96,42.93020026,86.12,-78.87289504,0.02,51.82,1,0.58,71.96,4.03,59.32
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9306844529366, -78.8717059521531)",Delaware,In_Lot,98555,Delaware Av,2182,2.3,28.23,44.25,24,88.63,0.23,134.18,42.93068445,169.02,-78.87170595,0.32,101.7,1,7.5,937.72,49.6,200.36
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",North,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9348289303033, -78.8676418261423)",Delaware,In_Lot,96097,Delaware Av,2182,0.13,1.61,1.57,3,6.6,0.01,7.67,42.93482893,18.38,-78.86764183,0.02,11.06,1,0.33,41.05,3.93,18.13
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8476845689353, -78.805049884205)",Cazenovia,In_Lot,97870,Cazenovia St,161,3.01,35.98,69.75,31,107.78,0.33,171.01,42.84768457,239.36,-78.80504988,0.42,144.02,1,11.04,1380.03,59.53,266.17
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8496646031027, -78.8102647949018)",Cazenovia,In_Lot,94818,Cazenovia St,161,3.16,37.76,42.66,36,114.96,0.23,179.47,42.8496646,187.62,-78.81026479,0.44,112.89,1,15.69,1961.18,63.8,246.93
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Fillmore,PLATANOIDES,ACER,Days_In_Lot_Days Park,"(42.8988468123279, -78.8811842027819)",Days,In_Lot,95945,Days Park,86,10.27,275.87,261.14,15,60.16,1.5,96.61,42.89884681,91.83,-78.8811842,1.72,55.25,1,10.07,1258.96,33.11,137.25
Olmsted,ACER RUBRUM,"MAPLE, RED",Masten,RUBRUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9042622479199, -78.8441299236857)",Mlk Jr.,In_Lot,107195,Parade Ave North,175,0.13,1.68,1.76,3,6.79,0.01,7.96,42.90426225,86.12,-78.84412992,0.02,51.82,1,0.58,71.96,4.03,59.32
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9350256089793, -78.8514966134832)",Delaware,In_Lot,100983,Parkside Av,414,2.1,25.94,37.69,22,82.64,0.2,123.31,42.93502561,150.04,-78.85149661,0.3,90.28,1,6.56,820.19,46.42,181.76
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Niagara,SACCHARUM,ACER,Prospect_In_Lot_Niagara St,"(42.9022112247804, -78.8925475545116)",Prospect,In_Lot,111255,Niagara St,779,0.07,0.88,0.99,2,3.61,0.01,4.2,42.90221122,32.1,-78.89254755,0.01,19.31,1,0.21,25.84,2.14,23.2
