Authority,Botanical Name,Common Name,Council District,Epithet,Genus,Park_Side_Street,Location,Park Name,Side,Site ID,Street,Address,Air Quality Benefits ($),CO2 Avoided (in lbs.),CO2 Sequestered (in lbs.),DBH,Energy Benefits ($),Greenhouse CO2 Benefits ($),kWh Saved,Latitude,Leaf Surface Area (in sq. ft.),Longitude,Pollutants Saved (in lbs.),Property Benefits ($),Site,Stormwater Benefits ($),Stormwater Gallons Saved,Therms Saved,Total Yearly Eco Benefits ($)
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9318640626865, -78.8664927265982)",Delaware,In_Lot,96738,Delaware Av,2182,0.8,10.62,9.99,10,36.85,0.06,50.48,42.93186406,57.41,-78.86649273,0.12,34.55,1,2.02,252.67,21.15,74.28
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9305275928207, -78.8719136617921)",Delaware,In_Lot,98334,Delaware Av,2182,17.88,408.83,771.2,30,105.24,3.65,165.88,42.93052759,228.89,-78.87191366,2.81,137.72,1,26.12,3265.05,58.24,290.62
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.845639547513, -78.8083559997196)",Cazenovia,In_Lot,94560,Cazenovia St,161,1.99,24.8,34.41,21,79.63,0.19,117.87,42.84563955,140.54,-78.808356,0.28,84.56,1,6.09,761.43,44.83,172.47
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9293831886058, -78.8693572195526)",Delaware,In_Lot,98950,Delaware Av,2182,2.91,34.9,65.83,30,105.24,0.31,165.88,42.92938319,228.89,-78.86935722,0.41,137.72,1,10.51,1313.53,58.24,256.69
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9378121150216, -78.8601866528335)",Delaware,In_Lot,106813,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93781212,86.22,-78.86018665,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8497725071535, -78.805301457227)",Cazenovia,In_Lot,105606,Cazenovia St,161,0.07,0.88,0.99,2,3.61,0.01,4.2,42.84977251,32.1,-78.80530146,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9293058699785, -78.8682786481018)",Delaware,In_Lot,101931,Delaware Av,2182,0.07,0.88,0.99,2,3.61,0.01,4.2,42.92930587,32.1,-78.86827865,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER RUBRUM,"MAPLE, RED",South,RUBRUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8493781290181, -78.8038833408572)",Cazenovia,In_Lot,107194,Cazenovia St,161,3.13,75.47,52.96,7,24.3,0.38,30.62,42.84937813,85.43,-78.80388334,0.52,51.4,1,4.85,606.07,14.21,84.06
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9352967432176, -78.8586287127525)",Delaware,In_Lot,101847,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93529674,86.22,-78.85862871,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9326158664211, -78.854624468449)",Delaware,In_Lot,100685,Parkside Av,414,2.71,32.74,58,28,100.17,0.28,155.62,42.93261587,207.96,-78.85462447,0.38,125.13,1,9.44,1180.51,55.66,237.73
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8473092615332, -78.8065817041581)",Cazenovia,In_Lot,97624,Cazenovia St,161,2.61,31.66,54.08,27,97.63,0.27,150.49,42.84730926,197.49,-78.8065817,0.37,118.83,1,8.91,1114.01,54.37,228.25
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.933960263278, -78.852514174802)",Delaware,In_Lot,101818,Parkside Av,414,0.07,0.88,0.99,2,3.61,0.01,4.2,42.93396026,32.1,-78.85251417,0.01,19.31,1,0.21,25.84,2.14,23.2
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",North,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9343361116421, -78.8686418718742)",Delaware,In_Lot,96050,Delaware Av,2182,4.31,49.15,135.88,53,136.57,0.56,233.61,42.93433611,402.18,-78.86864187,0.59,241.99,1,19.43,2429.08,73.75,402.86
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9312791088664, -78.8564115341347)",Delaware,In_Lot,64390,Parkside Av,414,0.7,9.15,5.83,9,33.94,0.04,43.49,42.93127911,85,-78.85641153,0.1,51.14,1,2.65,331.69,19.78,88.48
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8473327196747, -78.8047400559714)",Cazenovia,In_Lot,97872,Cazenovia St,161,1.28,18.39,17.39,14,55.49,0.1,87.39,42.84733272,84.95,-78.80474006,0.19,51.11,1,3.34,417.73,30.72,111.33
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9334922520907, -78.875961586404)",Delaware,In_Lot,97286,Delaware Av,2182,1.7,22.56,26.83,18,69.89,0.15,107.24,42.93349225,116.19,-78.87596159,0.24,69.91,1,4.88,610.21,38.97,146.53
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9339164264622, -78.8729073904127)",Delaware,In_Lot,97152,Delaware Av,2182,0.68,8.68,8.14,9,32.2,0.05,41.25,42.93391643,50.53,-78.87290739,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER PSEUDOPLATANUS,"MAPLE, SYCAMORE",Delaware,PSEUDOPLATANUS,ACER,Delaware_In_Lot_Parkside Av,"(42.9328285846597, -78.8532919404698)",Delaware,In_Lot,100764,Parkside Av,414,1.6,21.82,24.3,17,66.65,0.14,103.7,42.93282858,108.07,-78.85329194,0.23,65.02,1,4.48,559.81,37.02,137.88
Olmsted,ACER PENSYLVANICUM,"MAPLE, STRIPED",Delaware,PENSYLVANICUM,ACER,Delaware_In_Lot_Delaware Av,"(42.930632147314, -78.8733531265727)",Delaware,In_Lot,102001,Delaware Av,2182,0.06,0.73,0.83,2,3.02,0,3.48,42.93063215,13.65,-78.87335313,0.01,8.22,1,0.17,21.17,1.8,11.46
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9317766609141, -78.8565964824969)",Delaware,In_Lot,106709,Parkside Av,414,1.45,20.56,14.6,16,63.64,0.1,97.74,42.93177666,96.32,-78.85659648,0.21,57.95,1,4.94,616.99,35.48,128.08
Olmsted,ACER GINNALA,"MAPLE, AMUR",Delaware,GINNALA,ACER,Delaware_In_Lot_Delaware Av,"(42.9329559492518, -78.8662832160075)",Delaware,In_Lot,96896,Delaware Av,2182,1.79,23.31,29.35,19,73.14,0.16,110.79,42.93295595,124.31,-78.86628322,0.26,74.79,1,5.28,660.62,40.92,155.17
Olmsted,ACER RUBRUM,"MAPLE, RED",Masten,RUBRUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.905916748741, -78.8419746051395)",Mlk Jr.,In_Lot,102936,Parade Ave North,175,0.06,0.75,1.02,2,3.16,0.01,3.58,42.90591675,86.22,-78.84197461,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9339300675568, -78.853037370954)",Delaware,In_Lot,100753,Parkside Av,414,2.3,28.23,44.25,24,88.63,0.23,134.18,42.93393007,169.02,-78.85303737,0.32,101.7,1,7.5,937.72,49.6,200.36
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9378345107674, -78.8602823843696)",Delaware,In_Lot,106812,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93783451,86.22,-78.86028238,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Delaware Av,"(42.931347460582, -78.8676756059973)",Delaware,In_Lot,97212,Delaware Av,2182,0.2,2.6,2.51,4,10.42,0.02,12.35,42.93134746,86.01,-78.86767561,0.03,51.75,1,0.91,113.31,6.17,63.3
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8487760664418, -78.8048594893179)",Cazenovia,In_Lot,97705,Cazenovia St,161,3.44,40.69,28.7,34,120.24,0.2,193.41,42.84877607,86.68,-78.80485949,0.48,52.16,1,14.16,1770.07,66.15,190.19
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Masten,SACCHARINUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9063237434403, -78.8366467537678)",Mlk Jr.,In_Lot,102572,Parade Ave North,175,3.07,36.85,26.53,30,111.56,0.19,175.16,42.90632374,88.39,-78.83664675,0.43,53.19,1,12.17,1521.79,61.8,180.18
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9387884826852, -78.8596273262587)",Delaware,In_Lot,106844,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93878848,86.22,-78.85962733,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9381012081527, -78.8536612382004)",Delaware,In_Lot,99425,Parkside Av,414,0.58,7.4,6.93,8,27.71,0.04,35.19,42.93810121,44.96,-78.85366124,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8457751508886, -78.7978867640766)",Cazenovia,In_Lot,95376,Cazenovia St,161,3.07,36.85,26.53,30,111.56,0.19,175.16,42.84577515,88.39,-78.79788676,0.43,53.19,1,12.17,1521.79,61.8,180.18
Olmsted,ACER PLATANOIDES 'CRIMSON KING',"MAPLE, CRIMSON KING",Niagara,PLATANOIDES,ACER,Prospect_In_Lot_Niagara St,"(42.903002906188, -78.8923198063522)",Prospect,In_Lot,40430,Niagara St,779,0.58,7.4,6.93,8,27.71,0.04,35.19,42.90300291,44.96,-78.89231981,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Fillmore,PLATANOIDES,ACER,Days_In_Lot_Days Park,"(42.898686483031, -78.8815424598167)",Days,In_Lot,95939,Days Park,86,8.5,223.18,210.9,13,50.83,1.22,78.16,42.89868648,78.06,-78.88154246,1.42,46.97,1,8.26,1032.59,28.33,115.79
Olmsted,ACER RUBRUM,"MAPLE, RED",South,RUBRUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8454608384599, -78.8062821406437)",Cazenovia,In_Lot,105609,Cazenovia St,161,0.13,1.68,1.76,3,6.79,0.01,7.96,42.84546084,86.12,-78.80628214,0.02,51.82,1,0.58,71.96,4.03,59.32
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Masten,PLATANOIDES,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9045414928077, -78.8423706558822)",Mlk Jr.,In_Lot,102809,Parade Ave North,175,2.1,25.94,37.69,22,82.64,0.2,123.31,42.90454149,150.04,-78.84237066,0.3,90.28,1,6.56,820.19,46.42,181.76
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Masten,PLATANOIDES,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9038317655243, -78.8375711864415)",Mlk Jr.,In_Lot,102210,Parade Ave North,175,0.58,7.4,6.93,8,27.71,0.04,35.19,42.90383177,44.96,-78.83757119,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9333728589675, -78.8536361279579)",Delaware,In_Lot,100721,Parkside Av,414,3,36.12,39.47,34,111.12,0.22,171.67,42.93337286,178.33,-78.85363613,0.42,107.3,1,14.43,1804.17,61.84,236.08
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9305631904461, -78.8732171628374)",Delaware,In_Lot,98126,Delaware Av,2182,3.2,38.14,77.59,33,112.86,0.36,181.27,42.93056319,260.29,-78.87321716,0.45,156.61,1,12.1,1513.04,62.12,285.13
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9339112447505, -78.8519570416644)",Delaware,In_Lot,100826,Parkside Av,414,2.51,30.52,50.8,26,94.63,0.25,145.05,42.93391124,188,-78.85195704,0.35,113.12,1,8.44,1055.24,52.78,218.95
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8452240007086, -78.8065360454221)",Cazenovia,In_Lot,94594,Cazenovia St,161,2.4,29.46,21.33,23,93.54,0.15,140.03,42.845224,87.82,-78.80653605,0.34,52.84,1,8.83,1104.23,52.5,157.76
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9320582909456, -78.8738975782972)",Delaware,In_Lot,97364,Delaware Av,2182,0.68,8.68,8.14,9,32.2,0.05,41.25,42.93205829,50.53,-78.87389758,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9325181965422, -78.872190417341)",Delaware,In_Lot,98490,Delaware Av,2182,0.58,7.4,6.93,8,27.71,0.04,35.19,42.9325182,44.96,-78.87219042,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",North,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9348864293541, -78.8668292130658)",Delaware,In_Lot,95980,Delaware Av,2182,0.58,7.4,6.93,8,27.71,0.04,35.19,42.93488643,44.96,-78.86682921,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Masten,PLATANOIDES,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9045661663624, -78.8416517733999)",Mlk Jr.,In_Lot,102656,Parade Ave North,175,1.4,20.33,19.24,15,60.16,0.11,96.61,42.90456617,91.83,-78.84165177,0.2,55.25,1,3.67,459,33.11,120.59
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9349634018817, -78.8515018887461)",Delaware,In_Lot,100980,Parkside Av,414,1.6,21.82,24.3,17,66.65,0.14,103.7,42.9349634,108.07,-78.85150189,0.23,65.02,1,4.48,559.81,37.02,137.88
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.93470887212, -78.8515960302343)",Delaware,In_Lot,100963,Parkside Av,414,1.16,16.44,15.54,13,50.83,0.09,78.16,42.93470887,78.06,-78.85159603,0.17,46.97,1,3.01,376.46,28.33,102.07
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Delaware,SACCHARINUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9378505014729, -78.8559036862707)",Delaware,In_Lot,100317,Parkside Av,414,2.5,30.57,22.15,24,96.35,0.16,145.29,42.9378505,88.14,-78.85590369,0.35,53.04,1,9.3,1162.49,53.97,161.34
Olmsted,ACER RUBRUM 'RED SUNSET',"MAPLE, RED SUNSET",North,RUBRUM,ACER,Riverside_In_Lot_Niagara St,"(42.9584476907092, -78.9086022790279)",Riverside,In_Lot,105868,Niagara St,2505,0.06,0.73,0.83,2,3.02,0,3.48,42.95844769,13.65,-78.90860228,0.01,8.22,1,0.17,21.17,1.8,11.46
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9358642230469, -78.8516291203448)",Delaware,In_Lot,100921,Parkside Av,414,1.6,21.82,24.3,17,66.65,0.14,103.7,42.93586422,108.07,-78.85162912,0.23,65.02,1,4.48,559.81,37.02,137.88
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9317880072774, -78.8543131439407)",Delaware,In_Lot,100639,Parkside Av,414,2.91,34.9,65.83,30,105.24,0.31,165.88,42.93178801,228.89,-78.85431314,0.41,137.72,1,10.51,1313.53,58.24,256.69
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9295862663163, -78.8683542167283)",Delaware,In_Lot,98976,Delaware Av,2182,10.27,275.87,261.14,15,60.16,1.5,96.61,42.92958627,91.83,-78.86835422,1.72,55.25,1,10.07,1258.96,33.11,137.25
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.931553327411, -78.8556439996926)",Delaware,In_Lot,101070,Parkside Av,414,0.8,10.62,9.99,10,36.85,0.06,50.48,42.93155333,57.41,-78.855644,0.12,34.55,1,2.02,252.67,21.15,74.28
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9350030258043, -78.8524431384005)",Delaware,In_Lot,101373,Parkside Av,414,1.5,21.07,21.77,16,63.4,0.12,100.16,42.93500303,99.95,-78.85244314,0.22,60.14,1,4.08,509.4,35.06,129.23
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9369114516204, -78.8623655547337)",Delaware,In_Lot,101652,Parkside Av,414,0.06,0.75,1.02,2,3.16,0.01,3.58,42.93691145,86.22,-78.86236555,0.01,51.88,1,0.24,30.61,1.89,55.35
Olmsted,ACER PENSYLVANICUM,"MAPLE, STRIPED",Delaware,PENSYLVANICUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9301840311225, -78.8701081068334)",Delaware,In_Lot,101714,Delaware Av,2182,0.06,0.73,0.83,2,3.02,0,3.48,42.93018403,13.65,-78.87010811,0.01,8.22,1,0.17,21.17,1.8,11.46
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9356422925992, -78.8512829173534)",Delaware,In_Lot,101014,Parkside Av,414,2.1,25.94,37.69,22,82.64,0.2,123.31,42.93564229,150.04,-78.85128292,0.3,90.28,1,6.56,820.19,46.42,181.76
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9403353613953, -78.8530948184331)",Delaware,In_Lot,99164,Parkside Av,414,2.33,28.82,27.54,26,92.7,0.17,136.97,42.94033536,141.45,-78.85309482,0.33,85.11,1,9.85,1230.63,52.21,190.15
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Masten,SACCHARINUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9058151807724, -78.836118906164)",Mlk Jr.,In_Lot,102242,Parade Ave North,175,2.4,29.46,21.33,23,93.54,0.15,140.03,42.90581518,87.82,-78.83611891,0.34,52.84,1,8.83,1104.23,52.5,157.76
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9404723290829, -78.8569501897064)",Delaware,In_Lot,99700,Parkside Av,414,2.2,27.09,40.97,23,85.63,0.21,128.75,42.94047233,159.53,-78.85695019,0.31,95.99,1,7.03,878.96,48.01,191.06
Olmsted,ACER RUBRUM,"MAPLE, RED",South,RUBRUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8469773912112, -78.8035095244053)",Cazenovia,In_Lot,95804,Cazenovia St,161,0.13,1.68,1.76,3,6.79,0.01,7.96,42.84697739,86.12,-78.80350952,0.02,51.82,1,0.58,71.96,4.03,59.32
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.9323707833284, -78.8708571920906)",Delaware,In_Lot,95592,Delaware Av,2182,0.68,8.68,8.14,9,32.2,0.05,41.25,42.93237078,50.53,-78.87085719,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8445598349336, -78.8067573139089)",Cazenovia,In_Lot,94654,Cazenovia St,161,2.33,28.82,27.54,26,92.7,0.17,136.97,42.84455983,141.45,-78.80675731,0.33,85.11,1,9.85,1230.63,52.21,190.15
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Parkside Av,"(42.9393186674627, -78.8557718453511)",Delaware,In_Lot,99396,Parkside Av,414,0.68,8.68,8.14,9,32.2,0.05,41.25,42.93931867,50.53,-78.85577185,0.1,30.4,1,1.69,211.4,18.76,65.02
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Delaware,PLATANOIDES,ACER,Delaware_In_Lot_Delaware Av,"(42.930031191728, -78.8704134530297)",Delaware,In_Lot,98820,Delaware Av,2182,1.6,21.82,24.3,17,66.65,0.14,103.7,42.93003119,108.07,-78.87041345,0.23,65.02,1,4.48,559.81,37.02,137.88
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Masten,PLATANOIDES,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9038399008927, -78.8381575089023)",Mlk Jr.,In_Lot,102197,Parade Ave North,175,0.58,7.4,6.93,8,27.71,0.04,35.19,42.9038399,44.96,-78.83815751,0.08,27.05,1,1.44,180.17,16.18,56.82
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",Delaware,SACCHARUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9411277730632, -78.8542918453138)",Delaware,In_Lot,105724,Parkside Av,414,0.14,1.86,1.69,3,7.29,0.01,8.84,42.94112777,36.74,-78.85429185,0.02,22.11,1,0.44,55.28,4.3,29.99
Olmsted,ACER SACCHARUM,"MAPLE, SUGAR",South,SACCHARUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8470701857084, -78.803560566981)",Cazenovia,In_Lot,95800,Cazenovia St,161,0.3,3.97,3.17,5,15.14,0.02,18.86,42.84707019,45.94,-78.80356057,0.04,27.64,1,0.95,118.4,8.88,44.05
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8439028875576, -78.7994067379398)",Cazenovia,In_Lot,95473,Cazenovia St,161,3.52,41.57,28.94,35,122.11,0.2,197.58,42.84390289,85.71,-78.79940674,0.49,51.57,1,14.67,1833.84,67.07,192.08
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",South,SACCHARINUM,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8443676862359, -78.7976293915055)",Cazenovia,In_Lot,95495,Cazenovia St,161,1.6,22.81,13.43,15,68.82,0.1,108.4,42.84436769,81.97,-78.79762939,0.23,49.32,1,5.27,658.91,38.09,125.11
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",South,PLATANOIDES,ACER,Cazenovia_In_Lot_Cazenovia St,"(42.8463639438968, -78.8028098768195)",Cazenovia,In_Lot,97983,Cazenovia St,161,1.16,16.44,15.54,13,50.83,0.09,78.16,42.84636394,78.06,-78.80280988,0.17,46.97,1,3.01,376.46,28.33,102.07
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Niagara,SACCHARINUM,ACER,Front_In_Lot_Busti Av,"(42.8999291335049, -78.8960875753963)",Front,In_Lot,104818,Busti Av,952,3.78,44.21,29.68,38,127.72,0.21,210.11,42.89992913,82.8,-78.89608758,0.52,49.82,1,16.2,2025.17,69.8,197.73
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Parkside Av,"(42.9406118822793, -78.8574021578972)",Delaware,In_Lot,99787,Parkside Av,414,0.28,3.74,3.21,5,14.65,0.02,17.76,42.94061188,85.85,-78.85740216,0.04,51.66,1,1.25,155.95,8.64,67.86
Olmsted,ACER X FREEMANII,"MAPLE, FREEMAN",Delaware,X,ACER,Delaware_In_Lot_Parkside Av,"(42.940658456608, -78.8571816277599)",Delaware,In_Lot,99780,Parkside Av,414,0.06,0.73,0.83,2,3.02,0,3.48,42.94065846,13.65,-78.85718163,0.01,8.22,1,0.17,21.17,1.8,11.46
Olmsted,ACER PLATANOIDES,"MAPLE, NORWAY",Masten,PLATANOIDES,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.904586684253, -78.8370782070806)",Mlk Jr.,In_Lot,102193,Parade Ave North,175,3.39,40.05,87.57,35,117.12,0.39,190.33,42.90458668,285.23,-78.83707821,0.47,171.62,1,13.28,1659.39,64.24,305.79
Olmsted,ACER RUBRUM,"MAPLE, RED",Delaware,RUBRUM,ACER,Delaware_In_Lot_Delaware Av,"(42.9312933635466, -78.8664299124288)",Delaware,In_Lot,96714,Delaware Av,2182,0.7,9.15,5.83,9,33.94,0.04,43.49,42.93129336,85,-78.86642991,0.1,51.14,1,2.65,331.69,19.78,88.48
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Delaware,SACCHARINUM,ACER,Delaware_In_Lot_Parkside Av,"(42.939143006519, -78.8590229735977)",Delaware,In_Lot,99852,Parkside Av,414,3.52,41.57,28.94,35,122.11,0.2,197.58,42.93914301,85.71,-78.85902297,0.49,51.57,1,14.67,1833.84,67.07,192.08
Olmsted,ACER SACCHARINUM,"MAPLE, SILVER",Masten,SACCHARINUM,ACER,Mlk Jr._In_Lot_Parade Ave North,"(42.9049940909591, -78.8366086887738)",Mlk Jr.,In_Lot,102274,Parade Ave North,175,3.95,45.91,29.59,40,131.18,0.21,218.21,42.90499409,79.69,-78.83660869,0.55,47.95,1,17.24,2155.25,71.46,200.53
